,My,Thy,Ace,Stick,Hit,Greedy Choice,Greedy Value
0,19,6,True,0.5111989459815547,0.3902439024390244,0,0.5111989459815547
1,13,6,False,-0.12362911266201396,-0.26153846153846155,0,-0.12362911266201396
2,8,6,False,-inf,0.04842428900845504,1,0.04842428900845504
3,19,10,False,-0.019902142290399365,-0.7324290998766955,0,-0.019902142290399365
4,11,10,False,-inf,0.01582782965156001,1,0.01582782965156001
5,5,10,False,-inf,-0.4129488574537541,1,-0.4129488574537541
6,18,8,False,0.11331375428291728,-0.6272727272727273,0,0.11331375428291728
7,20,4,False,0.6856871136471707,-0.9004149377593361,0,0.6856871136471707
8,21,5,False,0.8840749414519906,-1.0,0,0.8840749414519906
9,20,5,False,0.6716963877457705,-0.9065420560747663,0,0.6716963877457705
10,15,3,True,-0.06666666666666667,0.013861386138613862,1,0.013861386138613862
11,20,7,False,0.7736090775988287,-0.8483754512635379,0,0.7736090775988287
12,21,2,True,0.9802371541501976,0.32231404958677684,0,0.9802371541501976
13,14,9,False,-0.5269709543568465,-0.4464530892448513,1,-0.4464530892448513
14,18,4,False,0.17522245037645448,-0.7098765432098766,0,0.17522245037645448
15,11,4,False,-inf,0.21485411140583555,1,0.21485411140583555
16,9,4,False,-inf,0.10893672537508153,1,0.10893672537508153
17,14,10,False,-0.5570321151716501,-0.5164100258514106,1,-0.5164100258514106
18,7,10,False,-inf,-0.4080980287693127,1,-0.4080980287693127
19,15,10,False,-0.5801077289239635,-0.5732278851786761,1,-0.5732278851786761
20,13,10,False,-0.6233463035019455,-0.4897947004058248,1,-0.4897947004058248
21,16,8,False,-0.4996028594122319,-0.480948094809481,1,-0.480948094809481
22,13,10,True,-0.6135593220338983,-0.21690490988191424,1,-0.21690490988191424
23,21,10,True,0.9177324151500246,0.03233256351039261,0,0.9177324151500246
24,10,10,False,-inf,-0.07696499114562048,1,-0.07696499114562048
25,18,3,True,0.08094435075885328,-0.11650485436893204,0,0.08094435075885328
26,20,6,False,0.7042384722869119,-0.8546712802768166,0,0.7042384722869119
27,17,8,False,-0.3616623861779127,-0.5789473684210527,0,-0.3616623861779127
28,19,3,True,0.4473684210526316,0.21875,0,0.4473684210526316
29,20,1,False,0.16776140600035505,-0.8875379939209727,0,0.16776140600035505
30,13,8,False,-0.5384615384615384,-0.3457717470317422,1,-0.3457717470317422
31,13,1,False,-0.7547619047619047,-0.5779403489026449,1,-0.5779403489026449
32,11,1,False,-inf,-0.17082179132040629,1,-0.17082179132040629
33,14,8,False,-0.4766770324300311,-0.42205638474295193,1,-0.42205638474295193
34,14,7,False,-0.40625,-0.34711350293542076,1,-0.34711350293542076
35,12,7,False,-0.4260089686098655,-0.26453055141579734,1,-0.26453055141579734
36,9,7,False,-inf,0.14428191489361702,1,0.14428191489361702
37,6,7,False,-inf,-0.20454545454545456,1,-0.20454545454545456
38,14,1,False,-0.7509727626459144,-0.6043397968605725,1,-0.6043397968605725
39,13,5,False,-0.2053413958175863,-0.3252032520325203,0,-0.2053413958175863
40,18,5,True,0.09090909090909091,0.11676646706586827,1,0.11676646706586827
41,4,8,False,-inf,-0.28431372549019607,1,-0.28431372549019607
42,16,7,False,-0.47603414313854236,-0.5196850393700787,0,-0.47603414313854236
43,12,10,False,-0.5965665236051502,-0.45565786285437365,1,-0.45565786285437365
44,8,10,False,-inf,-0.31970482648583964,1,-0.31970482648583964
45,16,10,False,-0.5762548262548263,-0.5817768493487343,0,-0.5762548262548263
46,15,6,False,-0.14578833693304535,-0.30357142857142855,0,-0.14578833693304535
47,18,2,True,0.07719928186714542,0.06382978723404255,0,0.07719928186714542
48,17,6,False,0.02166172106824926,-0.49714285714285716,0,0.02166172106824926
49,17,6,True,-0.13333333333333333,0.14040561622464898,1,0.14040561622464898
50,17,2,False,-0.1498480243161094,-0.6141304347826086,0,-0.1498480243161094
51,10,2,False,-inf,0.13793103448275862,1,0.13793103448275862
52,16,4,False,-0.22997118155619597,-0.45454545454545453,0,-0.22997118155619597
53,20,4,True,0.6464174454828661,0.19,0,0.6464174454828661
54,16,3,False,-0.24332810047095763,-0.47345132743362833,0,-0.24332810047095763
55,16,3,True,-0.1111111111111111,-0.05985915492957746,1,-0.05985915492957746
56,19,9,False,0.2938562091503268,-0.7333333333333333,0,0.2938562091503268
57,10,9,False,-inf,0.06506666666666666,1,0.06506666666666666
58,17,10,False,-0.46295469761214014,-0.6535677352637022,0,-0.46295469761214014
59,20,2,False,0.6336743772241993,-0.8719723183391004,0,0.6336743772241993
60,9,10,False,-inf,-0.23006430868167202,1,-0.23006430868167202
61,12,8,False,-0.5444015444015444,-0.2832566028592198,1,-0.2832566028592198
62,21,2,False,0.8705656759348035,-1.0,0,0.8705656759348035
63,11,2,False,-inf,0.15940054495912806,1,0.15940054495912806
64,16,2,False,-0.3102684749515638,-0.4215686274509804,0,-0.3102684749515638
65,17,1,False,-0.6366538952745849,-0.6743295019157088,0,-0.6366538952745849
66,17,1,True,-0.5625,-0.5,1,-0.5
67,20,10,True,0.43191702910672464,-0.011049723756906077,0,0.43191702910672464
68,19,2,False,0.372507869884575,-0.7328767123287672,0,0.372507869884575
69,20,10,False,0.43580683156654887,-0.8657777777777778,0,0.43580683156654887
70,21,8,True,0.9904378459989934,0.24528301886792453,0,0.9904378459989934
71,18,6,False,0.33074061548867095,-0.6568047337278107,0,0.33074061548867095
72,11,6,False,-inf,0.2704126426690079,1,0.2704126426690079
73,14,3,False,-0.29723991507430997,-0.38660907127429806,0,-0.29723991507430997
74,15,9,False,-0.574468085106383,-0.4862424763542562,1,-0.4862424763542562
75,19,3,False,0.39986259017519754,-0.6950354609929078,0,0.39986259017519754
76,15,1,False,-0.7903682719546742,-0.6374187558031569,1,-0.6374187558031569
77,15,1,True,-0.6571428571428571,-0.437125748502994,1,-0.437125748502994
78,13,7,False,-0.5178571428571429,-0.28174895603045935,1,-0.28174895603045935
79,10,7,False,-inf,0.18698742482230726,1,0.18698742482230726
80,18,10,False,-0.2523676880222841,-0.6577415599534342,0,-0.2523676880222841
81,17,5,False,-0.041679923639834554,-0.643979057591623,0,-0.041679923639834554
82,21,10,False,0.8827393261160443,-1.0,0,0.8827393261160443
83,12,3,False,-0.23369330453563714,-0.2995720399429387,0,-0.23369330453563714
84,9,3,False,-inf,0.08411843876177658,1,0.08411843876177658
85,15,2,False,-0.2708169162069871,-0.46994535519125685,0,-0.2708169162069871
86,18,7,False,0.40101156069364163,-0.5619469026548672,0,0.40101156069364163
87,8,7,False,-inf,0.018341307814992026,1,0.018341307814992026
88,21,6,True,0.9853080568720379,0.2907801418439716,0,0.9853080568720379
89,19,5,False,0.42752740560292324,-0.7421875,0,0.42752740560292324
90,20,3,False,0.6602578107930959,-0.8380566801619433,0,0.6602578107930959
91,10,3,False,-inf,0.16692913385826771,1,0.16692913385826771
92,13,3,False,-0.2713178294573643,-0.5327510917030568,0,-0.2713178294573643
93,12,1,False,-0.7378048780487805,-0.5427308447937131,1,-0.5427308447937131
94,13,4,False,-0.22289314780782357,-0.3003412969283277,0,-0.22289314780782357
95,18,4,True,0.21254355400696864,0.12101910828025478,0,0.21254355400696864
96,21,1,True,0.6903409090909091,-0.13592233009708737,0,0.6903409090909091
97,19,10,True,-0.019973368841544607,-0.3672316384180791,0,-0.019973368841544607
98,20,9,False,0.7624754069039528,-0.9040590405904059,0,0.7624754069039528
99,12,5,False,-0.1554070183814753,-0.26288659793814434,0,-0.1554070183814753
100,4,10,False,-inf,-0.367032967032967,1,-0.367032967032967
101,15,8,True,-0.6875,-0.09861932938856016,1,-0.09861932938856016
102,21,4,False,0.8897338403041825,-1.0,0,0.8897338403041825
103,10,4,False,-inf,0.1697802197802198,1,0.1697802197802198
104,5,6,False,-inf,-0.017937219730941704,1,-0.017937219730941704
105,17,7,False,-0.11636532220676866,-0.5043859649122807,0,-0.11636532220676866
106,13,2,False,-0.2900763358778626,-0.36328125,0,-0.2900763358778626
107,7,2,False,-inf,-0.13013698630136986,1,-0.13013698630136986
108,14,4,False,-0.24671307037896364,-0.34134615384615385,0,-0.24671307037896364
109,12,4,False,-0.19601990049751244,-0.3169230769230769,0,-0.19601990049751244
110,8,4,False,-inf,-0.015459723352318959,1,-0.015459723352318959
111,5,4,False,-inf,-0.06693711967545639,1,-0.06693711967545639
112,18,2,False,0.11276733635774465,-0.659217877094972,0,0.11276733635774465
113,16,10,True,-0.5316455696202531,-0.279705117085863,1,-0.279705117085863
114,16,6,False,-0.17936829904375542,-0.52,0,-0.17936829904375542
115,21,6,False,0.9072289156626506,-1.0,0,0.9072289156626506
116,8,8,False,-inf,-0.10777957860615883,1,-0.10777957860615883
117,15,4,False,-0.2092130518234165,-0.41919191919191917,0,-0.2092130518234165
118,19,6,False,0.48809058961343227,-0.7578125,0,0.48809058961343227
119,9,6,False,-inf,0.14537444933920704,1,0.14537444933920704
120,7,6,False,-inf,0.016666666666666666,1,0.016666666666666666
121,15,7,False,-0.49809885931558934,-0.3921657936688681,1,-0.3921657936688681
122,17,9,False,-0.4221824686940966,-0.5871559633027523,0,-0.4221824686940966
123,16,5,False,-0.14671260407694517,-0.44642857142857145,0,-0.14671260407694517
124,19,8,False,0.6001059322033898,-0.675,0,0.6001059322033898
125,12,9,False,-0.543046357615894,-0.36162005785920925,1,-0.36162005785920925
126,18,3,False,0.14714240606251974,-0.6226415094339622,0,0.14714240606251974
127,20,5,True,0.6772908366533864,0.22916666666666666,0,0.6772908366533864
128,9,5,False,-inf,0.07687296416938111,1,0.07687296416938111
129,15,8,False,-0.4975369458128079,-0.4290947148090005,1,-0.4290947148090005
130,11,3,False,-inf,0.19223484848484848,1,0.19223484848484848
131,18,9,False,-0.1877282688093499,-0.6096491228070176,0,-0.1877282688093499
132,9,9,False,-inf,-0.09448319594166138,1,-0.09448319594166138
133,16,1,False,-0.7737226277372263,-0.6573318632855568,1,-0.6573318632855568
134,21,5,True,0.9763581488933601,0.21641791044776118,0,0.9763581488933601
135,10,5,False,-inf,0.2021604938271605,1,0.2021604938271605
136,17,10,True,-0.391304347826087,-0.2710100231303007,1,-0.2710100231303007
137,17,3,False,-0.12323064113238967,-0.42857142857142855,0,-0.12323064113238967
138,13,5,True,-0.2773109243697479,0.1763085399449036,1,0.1763085399449036
